activity_comment,canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value,pref_name
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)NC1CC1,CHEMBL2041301,nM,549900.0,uM,549.9,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCC(=O)O,CHEMBL2041302,nM,529700.0,uM,529.7,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](C)C(=O)O,CHEMBL2041303,nM,663000.0,uM,663.0,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](C(=O)O)C(C)C,CHEMBL2041304,nM,54350.0,uM,54.35,Neuraminidase
,CSCC[C@H](NC(=O)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O)C(=O)O,CHEMBL2041305,nM,413200.0,uM,413.2,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CHEMBL2041306,nM,628800.0,uM,628.8,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N1CCC[C@H]1C(=O)O,CHEMBL2041476,nM,573700.0,uM,573.7,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](C(=O)O)[C@@H](C)O,CHEMBL2041477,nM,487800.0,uM,487.8,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](CC(N)=O)C(=O)O,CHEMBL2041478,nM,580.0,uM,0.58,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](CC(N)=O)C(=O)O,CHEMBL2040857,nM,22300.0,uM,22.3,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](CCC(N)=O)C(=O)O,CHEMBL2041479,nM,58100.0,uM,58.1,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCC(=O)NCC(=O)O,CHEMBL2041480,nM,68500.0,uM,68.5,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](C)C(=O)NCC(=O)O,CHEMBL2041481,nM,101300.0,uM,101.3,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCOCC1,CHEMBL2041482,nM,566800.0,uM,566.8,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCCC(C(=O)O)C1,CHEMBL2041483,nM,495600.0,uM,495.6,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCC2(CC1)OCCO2,CHEMBL2041484,nM,510900.0,uM,510.9,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCN(c2ccccc2)CC1,CHEMBL2041485,nM,836300.0,uM,836.3,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCN(c2cccc(C(F)(F)F)c2)CC1,CHEMBL2041486,nM,271300.0,uM,271.3,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.4,uM,0.0014,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)Nc1ccc(C)cc1,CHEMBL2041284,nM,933500.0,uM,933.5,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)Nc1ccc(Cl)cc1,CHEMBL2041285,nM,1000000.0,uM,1000.0,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)Nc1ccc(F)cc1,CHEMBL2041286,nM,1000000.0,uM,1000.0,Neuraminidase
,COc1ccc(NC(=O)N[C@H]2C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]2NC(C)=O)cc1,CHEMBL2041287,nM,910500.0,uM,910.5,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCc1ccco1,CHEMBL2041288,nM,38400.0,uM,38.4,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCc1ccccc1,CHEMBL2041289,nM,1000000.0,uM,1000.0,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccccc1,CHEMBL2041290,nM,1000000.0,uM,1000.0,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccc(C(F)(F)F)cc1,CHEMBL2041291,nM,1000000.0,uM,1000.0,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1cccc(C(F)(F)F)c1,CHEMBL2041292,nM,1000000.0,uM,1000.0,Neuraminidase
,COc1cccc(NC(=S)N[C@H]2C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]2NC(C)=O)c1,CHEMBL2041293,nM,1000000.0,uM,1000.0,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccccc1F,CHEMBL2041294,nM,395500.0,uM,395.5,Neuraminidase
,COc1ccccc1NC(=S)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,CHEMBL2041295,nM,578300.0,uM,578.3,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccccc1Br,CHEMBL2041296,nM,1000000.0,uM,1000.0,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1cccc2ccccc12,CHEMBL2041297,nM,900600.0,uM,900.6,Neuraminidase
,CCNC(=S)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,CHEMBL2041298,nM,297800.0,uM,297.8,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)NCCCl,CHEMBL2041299,nM,67200.0,uM,67.2,Neuraminidase
,CCCCNC(=S)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,CHEMBL2041300,nM,21400.0,uM,21.4,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)NC1CC1,CHEMBL2041301,nM,295200.0,uM,295.2,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCC(=O)O,CHEMBL2041302,nM,112500.0,uM,112.5,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](C)C(=O)O,CHEMBL2041303,nM,690100.0,uM,690.1,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](C(=O)O)C(C)C,CHEMBL2041304,nM,917200.0,uM,917.2,Neuraminidase
,CSCC[C@H](NC(=O)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O)C(=O)O,CHEMBL2041305,nM,405600.0,uM,405.6,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CHEMBL2041306,nM,1000000.0,uM,1000.0,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N1CCC[C@H]1C(=O)O,CHEMBL2041476,nM,1000000.0,uM,1000.0,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](C(=O)O)[C@@H](C)O,CHEMBL2041477,nM,392300.0,uM,392.3,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](CC(N)=O)C(=O)O,CHEMBL2041478,nM,2720.0,uM,2.72,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](CC(N)=O)C(=O)O,CHEMBL2040857,nM,77300.0,uM,77.3,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](CCC(N)=O)C(=O)O,CHEMBL2041479,nM,103500.0,uM,103.5,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCC(=O)NCC(=O)O,CHEMBL2041480,nM,70400.0,uM,70.4,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](C)C(=O)NCC(=O)O,CHEMBL2041481,nM,125900.0,uM,125.9,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCOCC1,CHEMBL2041482,nM,517000.0,uM,517.0,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCCC(C(=O)O)C1,CHEMBL2041483,nM,531800.0,uM,531.8,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCC2(CC1)OCCO2,CHEMBL2041484,nM,738270.0,uM,738.27,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCN(c2ccccc2)CC1,CHEMBL2041485,nM,760800.0,uM,760.8,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCN(c2cccc(C(F)(F)F)c2)CC1,CHEMBL2041486,nM,122300.0,uM,122.3,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,12.0,uM,0.012,Neuraminidase
,CC(C)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049003,nM,4000000.0,uM,4000.0,Neuraminidase
,CCC(C)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049004,nM,200.0,uM,0.2,Neuraminidase
,CCC(CC)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049005,nM,500.0,uM,0.5,Neuraminidase
,O=C(O)c1ccc(N2C(=O)CCC2(CO)CO)c(COc2ccccc2)c1,CHEMBL2049006,nM,40000.0,uM,40.0,Neuraminidase
,O=C(O)c1ccc(N2C(=O)CCC2(CO)CO)c(COCc2ccccc2)c1,CHEMBL2049007,nM,200000.0,uM,200.0,Neuraminidase
,CC(C)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049003,nM,10000000.0,uM,10000.0,Neuraminidase
,CCC(C)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049004,nM,16000.0,uM,16.0,Neuraminidase
,CCC(CC)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049005,nM,1000.0,uM,1.0,Neuraminidase
,O=C(O)c1ccc(N2C(=O)CCC2(CO)CO)c(COc2ccccc2)c1,CHEMBL2049006,nM,420000.0,uM,420.0,Neuraminidase
,CCC(=Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO)CC,CHEMBL2049009,nM,2400.0,uM,2.4,Neuraminidase
,CC(C)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049010,nM,70000.0,uM,70.0,Neuraminidase
,CCC(CC)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049011,nM,1600.0,uM,1.6,Neuraminidase
,CCC(C)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049004,nM,11000.0,uM,11.0,Neuraminidase
,CCC(CC)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049005,nM,800.0,uM,0.8,Neuraminidase
,O=C(O)c1ccc(N2C(=O)CCC2(CO)CO)c(COc2ccccc2)c1,CHEMBL2049006,nM,400000.0,uM,400.0,Neuraminidase
,O=C(O)c1ccc(N2C(=O)CCC2(CO)CO)c(COCc2ccccc2)c1,CHEMBL2049007,nM,1600000.0,uM,1600.0,Neuraminidase
,CCCC(CCC)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049008,nM,500.0,uM,0.5,Neuraminidase
,CCC(=Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO)CC,CHEMBL2049009,nM,410.0,uM,0.41,Neuraminidase
,CCC(CC)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049011,nM,200.0,uM,0.2,Neuraminidase
,CCC(=Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO)CC,CHEMBL2049009,nM,3400.0,uM,3.4,Neuraminidase
,CCC(CC)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049011,nM,3200.0,uM,3.2,Neuraminidase
,CCC(CC)Nc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL307189,nM,48.0,nM,48.0,Neuraminidase
,CC(C)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049010,nM,3000.0,uM,3.0,Neuraminidase
,CCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,CHEMBL2206932,nM,131.7,nM,131.7,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,13.8,nM,13.8,Neuraminidase
,CCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL2206458,nM,5.9,nM,5.9,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,3.1,nM,3.1,Neuraminidase
,CCC(CC)O[C@@H]1C=C(P(=O)(O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL2206456,nM,1.8,nM,1.8,Neuraminidase
,CCC(CC)O[C@@H]1C=C(P(=O)(O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL2206459,nM,0.3,nM,0.3,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O.Cl,CHEMBL2296412,nM,113000.0,uM,113.0,Neuraminidase
,CC(C)C[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O.Cl,CHEMBL2296433,nM,135000.0,uM,135.0,Neuraminidase
,CC(C)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O.Cl,CHEMBL2296432,nM,114000.0,uM,114.0,Neuraminidase
,CC[C@H](C)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O.Cl,CHEMBL2296431,nM,12.0,uM,0.012,Neuraminidase
,C[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O.Cl,CHEMBL2296430,nM,113000.0,uM,113.0,Neuraminidase
,Cl.O=C(/C=C/c1ccco1)Nc1ccc(O)c(NC(=O)[C@@H]2CCCN2)c1,CHEMBL2296429,nM,57800.0,uM,57.8,Neuraminidase
,Cl.O=C(/C=C/c1ccco1)Nc1ccc(O)c(NC(=O)[C@@H]2C[C@@H](O)CN2)c1,CHEMBL2296428,nM,109000.0,uM,109.0,Neuraminidase
,Cl.NCCC(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,CHEMBL2296427,nM,108000.0,uM,108.0,Neuraminidase
,CC(C)C[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,CHEMBL2296426,nM,148000.0,uM,148.0,Neuraminidase
,C[C@@H](O)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,CHEMBL2296425,nM,187000.0,uM,187.0,Neuraminidase
,Cl.NCC(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,CHEMBL2296424,nM,139000.0,uM,139.0,Neuraminidase
,C[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,CHEMBL2296423,nM,110000.0,uM,110.0,Neuraminidase
,Cl.N[C@@H](CO)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,CHEMBL2296422,nM,143000.0,uM,143.0,Neuraminidase
,CC[C@H](C)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,CHEMBL2295843,nM,103000.0,uM,103.0,Neuraminidase
,CSCC[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,CHEMBL2296421,nM,121000.0,uM,121.0,Neuraminidase
,CC(C)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,CHEMBL2296420,nM,175000.0,uM,175.0,Neuraminidase
,Cl.N[C@@H](Cc1ccccc1)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,CHEMBL2296419,nM,130000.0,uM,130.0,Neuraminidase
,Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,CHEMBL2296418,nM,189000.0,uM,189.0,Neuraminidase
,Cl.NCCCC[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,CHEMBL2296417,nM,225000.0,uM,225.0,Neuraminidase
,Cl.NCCCC(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,CHEMBL2296416,nM,132000.0,uM,132.0,Neuraminidase
,Cl.N=C(NCCC[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O)N[N+](=O)[O-],CHEMBL2296415,nM,192000.0,uM,192.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O.Cl,CHEMBL2296412,nM,140000.0,uM,140.0,Neuraminidase
,CC(C)C[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O.Cl,CHEMBL2296433,nM,154000.0,uM,154.0,Neuraminidase
,CC(C)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O.Cl,CHEMBL2296432,nM,138000.0,uM,138.0,Neuraminidase
,CC[C@H](C)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O.Cl,CHEMBL2296431,nM,1.7,uM,0.0017,Neuraminidase
,C[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O.Cl,CHEMBL2296430,nM,105000.0,uM,105.0,Neuraminidase
,Cl.O=C(/C=C/c1ccco1)Nc1ccc(O)c(NC(=O)[C@@H]2CCCN2)c1,CHEMBL2296429,nM,85300.0,uM,85.3,Neuraminidase
,Cl.O=C(/C=C/c1ccco1)Nc1ccc(O)c(NC(=O)[C@@H]2C[C@@H](O)CN2)c1,CHEMBL2296428,nM,111000.0,uM,111.0,Neuraminidase
,Cl.NCCC(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,CHEMBL2296427,nM,118000.0,uM,118.0,Neuraminidase
,CC(C)C[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,CHEMBL2296426,nM,179000.0,uM,179.0,Neuraminidase
,C[C@@H](O)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,CHEMBL2296425,nM,200000.0,uM,200.0,Neuraminidase
,Cl.NCC(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,CHEMBL2296424,nM,175000.0,uM,175.0,Neuraminidase
,C[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,CHEMBL2296423,nM,91700.0,uM,91.7,Neuraminidase
,Cl.N[C@@H](CO)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,CHEMBL2296422,nM,158000.0,uM,158.0,Neuraminidase
,CC[C@H](C)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,CHEMBL2295843,nM,119000.0,uM,119.0,Neuraminidase
,CSCC[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,CHEMBL2296421,nM,144000.0,uM,144.0,Neuraminidase
,CC(C)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,CHEMBL2296420,nM,165000.0,uM,165.0,Neuraminidase
,Cl.N[C@@H](Cc1ccccc1)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,CHEMBL2296419,nM,143000.0,uM,143.0,Neuraminidase
,Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,CHEMBL2296418,nM,194000.0,uM,194.0,Neuraminidase
,Cl.NCCCC[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,CHEMBL2296417,nM,215000.0,uM,215.0,Neuraminidase
,Cl.NCCCC(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,CHEMBL2296416,nM,167000.0,uM,167.0,Neuraminidase
,Cl.N=C(NCCC[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O)N[N+](=O)[O-],CHEMBL2296415,nM,193000.0,uM,193.0,Neuraminidase
,COc1c(C)c(O)c(C)c(O)c1C(=O)/C=C/c1ccccc1O,CHEMBL509947,nM,23100.0,uM,23.1,Neuraminidase
,COc1c(C)c(O)c(C)c(O)c1C(=O)/C=C/c1ccc(O)cc1,CHEMBL1271157,nM,18600.0,uM,18.6,Neuraminidase
,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL150,nM,38100.0,uM,38.1,Neuraminidase
,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL28,nM,28900.0,uM,28.9,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1O,CHEMBL96712,nM,52000.0,uM,52.0,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1O,CHEMBL96712,nM,12.0,uM,0.012,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1O,CHEMBL96712,nM,240000.0,uM,240.0,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)NCc2ccc(C)cc2)=C[C@@H]1NC(=N)N,CHEMBL2315596,nM,260.0,uM,0.26,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)NCc2ccccc2F)=C[C@@H]1NC(=N)N,CHEMBL2315324,nM,240.0,uM,0.24,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)NCc2cccc(F)c2)=C[C@@H]1NC(=N)N,CHEMBL2315323,nM,90.0,uM,0.09,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)NCCC(=O)O)=C[C@@H]1NC(=N)N,CHEMBL2315322,nM,360.0,uM,0.36,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@@H](C)C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL2315321,nM,100.0,uM,0.1,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@H](C(=O)O)C(C)C)=C[C@@H]1NC(=N)N,CHEMBL2315320,nM,2140.0,uM,2.14,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@@H](CC(C)C)C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL2315319,nM,5110.0,uM,5.11,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@@H](CCC(=O)O)C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL2315318,nM,450.0,uM,0.45,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N2CCC(C(=O)O)CC2)=C[C@@H]1N,CHEMBL2315317,nM,6330.0,uM,6.33,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)NCC(=O)O)=C[C@@H]1N,CHEMBL2315609,nM,13890.0,uM,13.89,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N2CCC[C@@H](C(=O)O)C2)=C[C@@H]1N,CHEMBL2315608,nM,103410.0,uM,103.41,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@@H](CC(C)C)C(=O)O)=C[C@@H]1N,CHEMBL2315607,nM,159420.0,uM,159.42,Neuraminidase
